"микроорганизм#1 | микроб#1 | простейшее#1 | прокариот#1_книжн";"n";"одноклеточный живой организм";"болезнетворный микроорганизм";5;"microorganism, micro-organism -- (any organism of microscopic size)";"Hypernym";"организм#2 | биологический организм"
"микробный#1";"a";"относящийся к микробам";"микробные сообщества";0,1;;"XPOS_Near_Synonym";"микроб#1"
"многоклеточный организм | эукариот#1_книжн";"n";"живой организм, состоящий из клеток разной специализации";"человек – сложный многоклеточный организм";0,1;;"Hypernym";"организм#2 | биологический организм"
"бактерия#1 ";"n";"микроорганизм без клеточного ядра";"молочнокислая бактерия";10;"protozoan, protozoon -- (any of diverse minute acellular or unicellular organisms usually nonphotosynthetic)";"Hypernym";"микроорганизм#1 | микроб#1 | простейшее#1 | прокариот#1_книжн"
"бактериальный#2";"a";"вызванный бактериями";"бактериальная инфекция";0,5;"bacterial -- (relating to or caused by bacteria)";"DER_Involved_Agent";"бактерия#1 "
"бактериальный#1";"a";"относящийся к бактериям";"бактериальная флора, бактериального происхождения";1,5;"bacterial -- (relating to or caused by bacteria)";"XPOS_Near_Synonym";"бактерия#1 "
"споровик#1_книжн";"n";"простейшее-паразит";"внутриклеточный споровик — токсоплазма гонди";"0,1";"sporozoan -- (parasitic spore-forming protozoan)";"Hypernym";"микроорганизм#1 | микроб#1 | простейшее#1 | прокариот#1_книжн"
"бацилла#1 ";"n";"палочковидная бактерия";"чумная бацилла";0,3;"bacillus, B -- (aerobic rod-shaped spore-producing bacterium; often occurring in chainlike formations; found primarily in soil)";"Hypernym";"бактерия#1 "
"синегнойная палочка";"n";"подвижная палочковидная бактерия";"синегнойная палочка условно патогенна";0,1;;"Hypernym";"бацилла#1 "
"кишечная палочка";"n";"палочковидная бактерия, обитающая в кишечнике животных";"кишечная палочка синтезирует витамин K";0,1;"intestinal flora -- (harmless microorganisms (as Escherichia coli) that inhabit the intestinal tract and are essential for its normal functioning)";"Hypernym";"бацилла#1 "
"протей#1_книжн";"n";"подвижная палочковидная бактерия";"протей — условно патогенная бактерия";0,1;;"Hypernym";"бацилла#1"
"болезнетворный кокк#1 ";"n";"шаровидная бактерия";;0,1;"coccus, cocci -- (any spherical or nearly spherical bacteria)";"Hypernym";"бактерия#1 "
"вибрион#1_книжн | спирилла#1_книжн ";"n";"спиральная бактерия";"холерный вибрион";0,2;"vibrio, vibrion -- (curved rodlike motile bacterium)";"Hypernym";"бактерия#1 "
"спирохет#1_книжн ";"n";"бактерия в форме извилистой нити с завитками";"семейство спирохет";0,1;"spirochete, spirochaete -- (parasitic or free-living bacteria; many pathogenic to humans and other animals)";"Hypernym";"бактерия#1 "
"стафилококк#1_книжн";"n";"бактерия в форме грозди винограда ";"золотистый стафилококк";"0,2";"staphylococcus, staphylococci, staph -- (spherical Gram-positive parasitic bacteria that tend to form irregular colonies; some cause boils or septicemia or infections)";"Hypernym";"болезнетворный кокк#1 "
;;;;;;"Hypernym";"возбудитель болезни | патоген#1_книжн"
"стафилококковый#1_книжн";"a";"вызванный стафилококком";"стафилококковая инфекция";0,1;"streptococcal, streptococcic, strep -- (of or relating to or caused by streptococci)";"DER_Involved_Agent";"стафилококк#1_книжн"
"стрептококк#1_книжн";"n";"бактерия в форме цепочки";"стрептококк – возбудитель аннгины";"0,2";"streptococcus, streptococci, strep -- (spherical Gram-positive bacteria occurring in pairs or chains; cause e.g. scarlet fever and tonsillitis)";"Hypernym";"болезнетворный кокк#1 "
;;;;;;"Hypernym";"возбудитель болезни | патоген#1_книжн"
"стрептококковый#1_книжн";"a";"вызванный стрептококком";"стрептококковое заболевание";0,1;"streptococcal, streptococcic, strep -- (of or relating to or caused by streptococci)";"DER_Involved_Agent";"стрептококк#1_книжн"
"амеба#1_книжн";"n";"простейшее одноклеточное, способное изменять ";"дизентерийная амеба";0,1;"ameba, amoeba -- (naked freshwater or marine or parasitic protozoa that form temporary pseudopods for feeding and locomotion)";"Hypernym";"микроорганизм#1 | микроб#1 | простейшее#1 | прокариот#1_книжн"
"амебный#1";"a";"вызванный амебой";"амебная дизентерия";0,1;"amoebic, amebic, amoeban, ameban, amoebous, amebous -- (pertaining to or resembling amoebae; ";"DER_Involved_Agent";"амеба#1_книжн"
"инфузория#1_книжн";"n";"наиболее сложное водное одноклеточное";"инфузория-туфелька, ресничная инфузория";0,1;;"Hypernym";"микроорганизм#1 | микроб#1 | простейшее#1 | прокариот#1_книжн"
"вирус#2";"n";"мельчайшие из микроорганизмов, возбудители инфекционных заболеваний растений, животных и человека, размножающиеся только в живых клетках ";"вирус СПИД, вирус чумы,  вирус Эбола";16;"virus -- ((virology) ultramicroscopic infectious agent that replicates itself only within cells of living hosts; many are pathogenic; a piece of nucleic acid (DNA or RNA) wrapped in a thin coat of protein)";"Hypernym";"микроорганизм#1 | микроб#1 | простейшее#1 | прокариот#1_книжн"
;;;;;;"Hypernym";"возбудитель болезни | патоген#1_книжн"
"вирусный#1";"a";"вызванный вирусом";"вирусная природа, вирусный фермент";4;;"DER_Involved_Agent";"вирус#2"
"вирусный#3";"a";"относящийся к вирусу";"вирусная инфекция, вирусная болезнь";1;;"XPOS_Near_Synonym";"вирус#2"
"возбудитель болезни | патоген#1_книжн";"n";"микроорганизм, вызывающий заболевания животных и растений";"возбудитель болезни -- бактерия";0,8;"pathogen -- (any disease-producing agent (especially a virus or bacterium or other microorganism))";"Hypernym";"микроорганизм#1 | микроб#1 | простейшее#1 | прокариот#1_книжн"
"патогенный#1_книжн | болезнетворный#1";"a";"вызывающий заболевания";"патогенный микроорганизм, патогенная флора";1;"infective, morbific, pathogenic -- (able to cause disease)";"XPOS_Near_Synonym";"патоген#1_книжн"
"хлоропласт#1_книжн";"n";"зеленые пластиды в клетках фотосинтезирующих растений";"хлоропласты содержат хлорофилл";0,1;"chloroplast -- (plastid containing chlorophyll and other pigments; in plants that carry out photosynthesis)";"Hypernym";"органелла#1_книжн | органоид#1_книжн | пластида#1_книжн"
"органелла#1_книжн | органоид#1_книжн | пластида#1_книжн";"n";"постоянный внутренний компонент клетки";"органелла — маленький орган клетки";0,1;"plastid -- (any of various small particles in the cytoplasm of the cells of plants and some animals containing pigments or starch or oil or protein)";"Holonym";"цитоплазма#1_книжн"
"стволовая клетка";"n";"недифференцированная клетка, способная к самообновлению и превращению в различные дифференцированные клетки ";"эмбриональная стволовая клетка";1,5;"stem cell -- (an undifferentiated cell whose daughter cells may differentiate into other cell types (such as blood cells))";"Hypernym";"клетка#2 | живая клетка"
"соматическая клетка";"n";"клетки, составляющие тело живого организма, не участвующие в половом размножении";"митоз — деление соматических клеток ";0,1;"somatic cell, vegetative cell -- (any of the cells of a plant or animal except the reproductive cells; a cell that does not participate in the production of gametes)";"Hypernym";"клетка#2 | живая клетка"
;;;;;;"Antonym";"половая клетка | гамета#1_книжн"
"зигота#1_книжн";"n";"оплодотворенная яйцеклетка";"зигота – первая стадия жизни эмбриона";;"zygote, fertilized ovum -- (the cell resulting from the union of an ovum and a spermatozoon (including the organism that develops from that cell))";"Hypernym";"яйцеклетка#1 | женская половая клетка | женская гамета"
"половая клетка | гамета#1_книжн";"n";"специализированная для полового размножения клетка организма";;;"gamete -- (a mature sexual reproductive cell having a single set of unpaired chromosomes)
reproductive cell, germ cell, sex cell -- (a spermatozoon or an ovum)";"Hypernym";"клетка#2 | живая клетка"
"яйцеклетка#1 | женская половая клетка | женская гамета";"n";"женская половая клетка";"оплодотворенная яйцеклетка";;"ovum, egg cell -- (the female reproductive cell; the female gamete)";"Hypernym";"половая клетка | гамета#1_книжн"
"сперматозоид#1 | мужская половая клетка | мужская гамета";"n";"мужская половая клетка животных и человека";"живой сперматозоид";;"sperm, sperm cell, spermatozoon, spermatozoan -- (the male reproductive cell; the male gamete)";"Hypernym";"половая клетка | гамета#1_книжн"
"спермий#1_книжн";"n";"мужская половая клетка высших растений";;;;"Hypernym";"половая клетка | гамета#1_книжн"
"РНК_книжн | рибонуклеиновая кислота";"n";"органический полимер, образованный нуклеотидами, участвующий в реализации генетической информации во всех живых клетках";"матричная РНК, двухспиральная РНК";7;"ribonucleic acid, RNA -- ((biochemistry) a long linear polymer of nucleotides found in the nucleus but mainly in the cytoplasm of a cell where it is associated with microsomes; it transmits genetic information from DNA to the cytoplasm and controls certain chemical processes in the cell)";"Hypernym";"полимер#1"
"ген#2";"n";"участок молекулы ДНК (у вирусов РНК), кодирующий ";;0,1;"gene, cistron, factor -- ((genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity)";"Holonym";"ДНК_книжн | дезоксирибонуклеиновая кислота"
;;;;;;"Holonym";"РНК_книжн | рибонуклеиновая кислота"
"аллель#1_книжн";"n";"одна из возможных форм одного и того же гена";"родительский аллель гена А";0,1;"allele, allelomorph -- (either of a pair (or series) of alternative forms of a gene that can occupy the same locus on a particular chromosome and that control the same character)";"Hypernym";"ген#2"
"доминантный ген | доминантный аллель";"n";"аллельный ген, имеющий большее влияние на признаки особи";"доминантный ген «монгольской складки» верхнего века";0,1;"dominant gene -- (gene that produces the same phenotype in the organism whether or not its allele identical)";"Hypernym";"аллель#1_книжн"
;;;;;;"Antonym";"рецессивный ген | рецессивный аллель"
"рецессивный ген | рецессивный аллель";"n";"аллельный ген, имеющий меньшее влияние на признаки  особи";;0,1;"recessive gene -- (gene that produces its characteristic phenotype only when its allele is identical)";"Hypernym";"аллель#1"
"геном#1_книжн";"n";"совокупность генетического материала в клетке организма, 23 пары хромосом";"геном человека, расшифровка генома";6;"genome -- (the ordering of genes in a haploid set of chromosomes of a particular organism; the full DNA sequence of an organism)";"Meronym";"хромосома#1"
"хромосома#1_книжн";"n";"самовоспроизводящаяся структура клеточного ядра";"женская половая хромосома X, лишняя 21 хромосома";1;"chromosome -- (a threadlike body in the cell nucleus that carries the genes in a linear order)";"Meronym";"ДНК_книжн | дезоксирибонуклеиновая кислота"
"X-хромосома_книжн";"n";"одна из половых хромосом";"у женщин две X-хромосомы";0,1;"X chromosome -- (the sex chromosome that is present in both sexes: singly in males and doubly in females)";"Hypernym";"хромосома#1_книжн"
"Y-хромосома_книжн";"n";"мужская половая хромосома";"у мужчин одна X-хромосома и одна  Y-хромосома";0,1;"Y chromosome -- (the sex chromosome that is carried by men)";"Hypernym";"хромосома#1_книжн"
;;;;;;"Antonym";"X-хромосома_книжн"
"@мн_гены#1 | наследственность#2 | генетическая информация ";"n";"материальный носитель (гены) передачи наследственной информации в живом организме ";"гены — это материальный носитель хранения, передачи и реализации наследственной информации";"0,4";"inheritance, hereditary pattern -- ((genetics) attributes acquired via biological heredity from the parents)";"Near_Synonym";"геном#1_книжн"
"кодон#1_книжн";"n";"нуклеотидный триплет, кодирующий аминокислоту";"кодон служит элементарной единицей генетического кода";0,1;"codon -- (a specific sequence of three adjacent bases on a strand of DNA or RNA that provides genetic code information for a particular amino acid)";"Hypernym";"триплет#1_книжн | тринуклеотид#1 | нуклеотидный триплет"
"антикодон#1_книжн";"n";"комплементарный кодону  триплет";"если триплеты «узнают» друг друга, то это кодон и антикодон";0,1;;"Hypernym";"триплет#1_книжн | тринуклеотид#1_книжн | нуклеотидный триплет"
;;;;;;"Antonym";"кодон#1_книжн"
"триплет#1_книжн | тринуклеотид#1_книжн | нуклеотидный триплет";"n";"три соседних основания ДНК или РНК";"триплет кодирует производство одного звена белковой цепи";0,1;;"Holonym";"ген#2"
"нуклеотид#1_книжн";"n";"мономерное звено ДНК или РНК";"нуклеотид Т прочно связывается с А, а Г с Ц";0,1;"nucleotide -- (a phosphoric ester of a nucleoside; the basic structural unit of nucleic acids (DNA or RNA))";"Holonym";"триплет#1_книжн | тринуклеотид#1_книжн | нуклеотидный триплет"
"наследственность#1";"n";"совокупность унаследованных от родителей свойств посредством генов ";"дурная наследственность";0,1;"heredity, genetic endowment -- (the total of inherited attributes)";"Meronym";"особенность#1 | отличительный признак | отличительная черта "
;;;;;;"Presupposition";"@мн_гены#1 | наследственность#2 | генетическая информация "
"генетический код ";"n";"закодированная последовательность наследственной информации живых организмов в ДНК или РНК";"генетический код основан на использовании четырех букв-нуклеотидов";0,1;"genetic code -- (the ordering of nucleotides in DNA molecules that carries the genetic information in living cells)";"Hypernym";"последовательность=2"
"физиологический процесс | биологический процесс";"n";"процесс, происходящий в живом организме ";"биологический процесс в живом организме";0,5;"organic process, biological process -- (a process occurring in living organisms)";"Hypernym";"природный процесс | физический процесс"
;;;;;;"Presupposition";"организм#2 | биологический организм"
"жизнедеятельность#1 | функционирование организма";"n";"совокупность физиологических процессов живого организма";"жизнедеятельность человеческого организма, жизнедеятельность бактерий";0,7;;"Meronym";"физиологический процесс | биологический процесс"
"размножение#1 | репродукция#3_книжн | самовоспроизводство#3";"n";"создание животным или растительным организмом подобных себе особей ";"размножение микробов, размножение животных ";7;"reproduction -- (the process of generating offspring)";"Hypernym";"физиологический процесс | биологический процесс"
"бесполое размножение";"n";"размножение без участия половых клеток";"при бесполом размножении следующее поколение развивается из соматических клеток";0,1;"asexual reproduction, agamogenesis -- (reproduction without the fusion of gametes)";"Hypernym";"размножение#1 | репродукция#3_книжн | самовоспроизводство#3"
"деление#5 | клонирование#2";"n";"разделение одноклеточного организма на две части";"деление амебы";"0,1";"fission -- (reproduction of some unicellular organisms by division of the cell into two more or less equal parts)";"Hypernym";"бесполое размножение"
"шизогония#1_книжн | спорогония#1_книжн";"n";"множественное деление простейшей клетки";"шизогония —множественное размножение ";0,1;"fissiparity -- (reproduction of some multicellular organisms by division, as in the case of some starfish)";"Hypernym";"бесполое размножение"
"спорообразование#1 ";"n";"размножение организмов спорами";"спорообразование прокариот помогает им пережить неблагоприятные условия";0,1;"monogenesis, sporulation -- (asexual reproduction by the production and release of spores)";"Hypernym";"бесполое размножение"
"спора#1 | бактериальная спора";"n";"клетка со сниженным метаболизмом, устойчивые к неблагоприятным условиям";"споры во многих случаях образуются путем митоза";0,1;"spore -- (a small usually single-celled asexual reproductive body produced by many nonflowering plants and fungi and some bacteria and protozoans and that are capable of developing into a new individual without sexual fusion)";"Hypernym";"клетка#2 | живая клетка"
"стробиляция#1_книжн";"n";"регенерация целого организма из его части";"стробиляция червя";0,1;;"Hypernym";"бесполое размножение"
"гаметогония#1_книжн";"n";"псевдополовое размножение у простейших";"вследствие гематогонии происходит образование ооцисты";0,1;;"Hypernym";"псевдополовое размножение | парасексуальное размножение"
"вегетативное размножение";"n";"размножение растений путем регенерации его части (клубня, побега) ";"вегетативное размножение — образование новой особи из многоклеточной части родительской";0,1;"blastogenesis -- (asexual reproduction by budding)";"Hypernym";"бесполое размножение"
"половое размножение";"n";"размножение путем развития эмбриона из половой клетки";"половое размножение характеризуется сближением половых клеток ";0,3;"sexual reproduction, amphimixis -- (reproduction involving the union or fusion of a male and a female gamete)";"Hypernym";"размножение#1 | репродукция#3_книжн | самовоспроизводство#3"
"псевдополовое размножение | парасексуальное размножение";"n";"обмен генетическим материалом у простейших";"при псевдополовом размножении клетки обмениваются ядрами или частями ДНК";0,1;;"Hypernym";"размножение#1 | репродукция#3_книжн | самовоспроизводство#3"
"партеногенез#1 | девственное размножение";"n";"развитие женской половой клетки без оплодотворения";"самопроизвольное развитие женской клетки (партеногенез)";0,1;"parthenogenesis, parthenogeny, virgin birth -- (human conception without fertilization by a man)";"Hypernym";"половое размножение"
"копуляция#1_книжн | гаметогамия#1_книжн";"n";"половое размножение путем слияния половых клеток";"копуляция является инстинктивной формой поведения";0,1;"coupling, mating, pairing, conjugation, union, sexual union -- (the act of pairing a male and female for reproductive purposes)";"Hypernym";"половое размножение"
"гермафродитизм#1 | однополость#1";"n";"половое размножение низших животных, при котором особь использует и мужские, и женские половые клетки";"естественный гермафродитизм";0,1;"hermaphrodite, intersex, gynandromorph, androgyne, epicine, epicine person -- (one having both male and female sexual characteristics and organs; at birth an unambiguous assignment of male or female cannot be made)";"Hypernym";"половое размножение"
"однодомность#1 ";"n";"однополость растений";"однодомность растений";0,1;;"Hypernym";"копуляция#1_книжн | гаметогамия#1_книжн"
"оплодотворение#1 | осеменение#1_книжн";"n";"физиологический процесс слияния мужской и женской половых клеток и образование зародыша";"процесс оплодотворения, успешное оплодотворение";1,5;"fertilization, fertilisation, fecundation, impregnation -- (creation by the physical union of male and female gametes; of sperm and ova in an animal or pollen and ovule in a plant)";"Hypernym";"физиологический процесс | биологический процесс"
"опыление#1";"n";"оплодотворение у растений ";"опыление зерновых, вид опыления";0,3;"pollination, pollenation -- (transfer of pollen from the anther to the stigma of a plant)";"Hypernym";"оплодотворение#1 | осеменение#1_книжн"
"самоопыление#1_книжн";"n";"опыление половыми клетками одного и того же растения";"регулярное самоопыление происходит у томатов";0,1;;"Hypernym";"опыление#1"
"перекрестное опыление";"n";"опыление половыми клетками разных растений";;0,2;"cross-fertilization, cross-fertilisation -- (fertilization by the union of male and female gametes from different individual of the same species)";"Hypernym";"опыление#1"
"искусственное оплодотворение | экстракорпоральное оплодотворение";"n";"оплодотворение путем биотехнологического соединения мужских и женских половых клеток";"успешное искусственное оплодотворение, уникальная программа искусственного оплодотворения";0,3;"artificial insemination, AI -- (the introduction of semen into the oviduct or uterus by some means other than sexual intercourse)";"Hypernym";"оплодотворение#1 | осеменение#1_книжн"
"внутреннее оплодотворение";"n";"мужские половые клетки  вводятся внутрь особи женского пола";"внутреннее оплодотворение характерно для наземных организмов";0,1;"insemination -- (the introduction of semen into the genital tract of a female)";"Hypernym";"оплодотворение#1 | осеменение#1_книжн"
"наружное оплодотворение | внешнее оплодотворение";"n";"половые клетки выделяются во внешнюю среду, обычно воду";"наружное оплодотворение характерно для водных обитателей";0,1;;"Hypernym";"оплодотворение#1 | осеменение#1_книжн"
"клонирование#1";"n";"получение идентичных клонов высших организмов биотехнологическим методом ";"клонирование генов, клонирование зародышей";3;"cloning -- (a general term for the research activity that creates a copy of some biological entity (a gene or organism or cell))";"DER_Involved_Object";"клон#1"
;;;;;;"Hypernym";"размножение#1 | репродукция#3_книжн | самовоспроизводство#3"
"клон#1";"n";"генетически идентичная копия организма";"живой клон мамонта";0,4;"clone, clon -- (a group of genetically identical cells or organisms derived from a single cell or individual by some kind of asexual reproduction)";"Hypernym";"организм#2 | биологический организм"
"существо#1 | живое#1 | живое существо";"n";"функционирующий организм (человек или животное)";"мыслящее существо; человеческое существо; живое существо";60;"animal, animate being, beast, brute, creature, fauna -- (a living organism characterized by voluntary movement)";"Hypernym";"организм#1 | живой организм"
"особь#1_книжн";"n";"отдельно существующий организм";"мужские особи, взрослые особи";6;"individual -- (a single organism)";"Near_Synonym";"существо#1 | живое#1 | живое существо"
"гермафродит#2 | однополая особь | однополое существо";"n";"существо, не имеющее деления полу";"улитка-гермафродит";0,1;"hermaphrodite, intersex, gynandromorph, androgyne, epicine, epicine person -- (one having both male and female sexual characteristics and organs; at birth an unambiguous assignment of male or female cannot be made)";"Hypernym";"существо#1 | живое#1 | живое существо"
"однополый#2 | однодомный#1_книжн";"a";"не имеющий деления по полу";"однополый цветок";0,1;"hermaphroditic, hermaphrodite -- (of animal or plant; having both male female reproductive organs)";"Troponym";"особенность#1 | отличительный признак | отличительная черта"
"особь женского пола ";"n";"особь, производящая яйцеклетки";"непостоянство особи женского пола";0,2;"female -- (an animal that produces gametes (ova) that can be fertilized by male gametes (spermatozoa))";"Hypernym";"особь#1_книжн"
;;;;;;"Antonym";"особь мужского пола"
"особь мужского пола";"n";"особь, производящая сперматозоиды";"строение особей мужского пола";0,2;"male -- (an animal that produces gametes (spermatozoa) that can fertilize female gametes (ova))";"Hypernym";"особь#1_книжн"
"половая дифференциация";"n";"совокупность биологических и физиологических свойств, определяющих разделение на женский и мужской пол";"половая дифференциация – фундаментальное свойство живого";0,4;"sexed -- (having sexual differentiation)";"Meronym";"физиологический процесс | биологический процесс"
"зародыш# | эмбрион#1_книжн";"n";"ранняя стадия развития человека или животного после оплодотворения";"зародыш в утробе матери";5;"ootid -- (mature ovum after penetration by sperm but before the formation of a zygote)";"Hypernym";"существо#1 | живое#1 | живое существо"
"обмен веществ | метаболизм#1_книжн";"n";"совокупность биохимических процессов, обеспечивающих функционирование живого организма ";"интенсивный обмен веществ";3;"metabolism, metabolic process, metastasis -- (the organic processes (in a cell or organism) that are necessary for life)";"Meronym";"физиологический процесс | биологический процесс"
;;;;;;;
"клеточное дыхание | дыхание#3 | газообмен#1 | внутреннее дыхание ";"n";"метаболический процесс, обеспечивающий окислительные процессы в клетках, в результате которых выделяется энергия и углекислый газ";"аэробное дыхание, анаэробное дыхание";0,1;"respiration, internal respiration, cellular respiration -- (the metabolic processes whereby certain organisms obtain energy from organic molecules; processes that take place in the cells and tissues during which energy is released and carbon dioxide is produced and absorbed by the blood to be transported to the lungs)";"Hypernym";"обмен веществ | метаболизм#1_книжн"
"АТФ#1 | аденозинтрифосфат#1_книжн | аденозинтрифосфорная кислота";"n";"нуклеотид, являющийся универсальным переносчиком энергии для всех биохимических процессов в живых системах ";"взаимодействие мышечного белка с АТФ";0,5;"adenosine triphosphate, ATP -- (a nucleotide derived from adenosine that occurs in muscle tissue; the major source of energy for cellular reactions)";"Hypernym";"нуклеотид#1_книжн"
"паразит#1";"n";"организм, живущий за счет ресурсов другого организма ";"личинка паразита, кожный паразит, наружный паразит";5;"parasite -- (an animal or plant that lives in or on a host (another animal or plant); it obtains nourishment from the host without benefiting or killing the host)";"Hypernym";"организм#2 | биологический организм"
"симбионт#1_книжн";"n";"любой из организмов, находящихся в отношении симбиоза";"симбионт кормится отходами своего партнера";0,1;"commensal -- (either of two different animal or plant species living in close association but not interdependent)";"Hypernym";"организм#2 | биологический организм"
"симбиоз#2_книжн";"n";"взаимовыгодное отношение между организмами разных видов ";"кишечная палочка — безопасный симбионт животных ";0,2;"symbiosis, mutualism -- (the relation between two different species of organisms that are interdependent; each gains benefits from the other)";"Hypernym";
"паразитизм#2_книжн";"n";"отношение  между организмами разных видов, один из которых использует ресурсы другого, нанося ему вред";"гнездовой паразитизм";0,1;"parasitism -- (the relation between two different kinds of organisms in which one receives benefits from the other by causing damage to it (usually not fatal damage))";"Hypernym";
"метаболический#1";"a";"относящийся к метаболизму";"метаболическая адаптация";0,3;"metabolic -- (of or relating to metabolism)";"XPOS_Near_Synonym";"метаболизм#1_книжн"
"паразитический#2";"a";"являющийся паразитом";"паразитические черви, паразитические насекомые";0,4;;"XPOS_Near_Synonym";"паразит#1"
